,MelSpectrogram,emotion
59,"[[-36.72436854 -36.70834522 -35.33033991 ... -31.75977762 -33.37728497
  -33.3960932 ]
 [-32.45392818 -32.47231443 -34.05353126 ... -41.91476131 -40.54860764
  -40.53272213]
 [-37.07217743 -37.08120428 -37.85751358 ... -48.00730019 -51.02264274
  -51.05770487]
 ...
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]]",03
60,"[[-40.06404  -40.06404  -38.118725 ... -31.017248 -32.451202 -32.451202]
 [-37.0082   -37.0082   -38.012737 ... -33.037075 -32.71855  -32.71855 ]
 [-44.63034  -44.63034  -43.59243  ... -41.236084 -41.760292 -41.760292]
 ...
 [-80.       -80.       -78.75076  ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
61,"[[-40.06404  -40.06404  -38.118725 ... -31.017248 -32.451202 -32.451202]
 [-37.0082   -37.0082   -38.012737 ... -33.037075 -32.71855  -32.71855 ]
 [-44.63034  -44.63034  -43.59243  ... -41.236084 -41.760292 -41.760292]
 ...
 [-80.       -80.       -78.75076  ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
62,"[[-40.06404  -40.06404  -38.118725 ... -31.017248 -32.451202 -32.451202]
 [-37.0082   -37.0082   -38.012737 ... -33.037075 -32.71855  -32.71855 ]
 [-44.63034  -44.63034  -43.59243  ... -41.236084 -41.760292 -41.760292]
 ...
 [-80.       -80.       -78.75076  ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
63,"[[-38.145027 -37.31819  -34.77945  ... -33.67141  -33.28278  -33.156208]
 [-34.94637  -35.660477 -37.853092 ... -38.382164 -37.85421  -37.68226 ]
 [-42.971924 -42.867985 -42.548847 ... -44.253403 -43.952206 -43.85411 ]
 ...
 [-80.       -79.88049  -79.51356  ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
64,"[[-36.61459386 -36.61459386 -35.08531585 ... -32.59193113 -33.0634979
  -33.0634979 ]
 [-32.79031297 -32.79031297 -34.00152076 ... -40.68107349 -41.50399613
  -41.50399613]
 [-39.59117609 -39.59117609 -39.2444089  ... -44.60888857 -43.37354482
  -43.37354482]
 ...
 [-80.         -80.         -77.74595534 ... -78.56667168 -78.08390575
  -78.08390575]
 [-80.         -80.         -80.         ... -78.45962309 -77.94080162
  -77.94080162]
 [-80.         -80.         -80.         ... -78.50428748 -78.00050963
  -78.00050963]]",03
65,"[[-37.08362  -37.08362  -35.58045  ... -41.648052 -42.969856 -42.969856]
 [-39.784977 -39.784977 -39.54865  ... -44.648155 -45.019863 -45.019863]
 [-44.60823  -44.60823  -44.694984 ... -45.2856   -45.066605 -45.066605]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
66,"[[-37.08362  -37.08362  -35.58045  ... -41.648052 -42.969856 -42.969856]
 [-39.784977 -39.784977 -39.54865  ... -44.648155 -45.019863 -45.019863]
 [-44.60823  -44.60823  -44.694984 ... -45.2856   -45.066605 -45.066605]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
67,"[[-37.08362  -37.08362  -35.58045  ... -41.648052 -42.969856 -42.969856]
 [-39.784977 -39.784977 -39.54865  ... -44.648155 -45.019863 -45.019863]
 [-44.60823  -44.60823  -44.694984 ... -45.2856   -45.066605 -45.066605]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
68,"[[-37.09075  -36.895977 -34.39174  ... -48.88386  -52.82705  -53.133743]
 [-41.828094 -41.806366 -41.527    ... -47.193848 -47.302452 -47.3109  ]
 [-44.053753 -44.055157 -44.073174 ... -45.224663 -44.787666 -44.753677]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
69,"[[-35.71602069 -35.71602069 -34.22684163 ... -43.25317808 -43.67861843
  -43.67861843]
 [-38.11810932 -38.11810932 -38.24007955 ... -53.25565807 -54.90903104
  -54.90903104]
 [-42.94880749 -42.94880749 -43.21348078 ... -55.2363618  -55.89929121
  -55.89929121]
 ...
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]]",03
70,"[[-43.808174 -43.808174 -41.960194 ... -37.10336  -38.55285  -38.55285 ]
 [-41.976105 -41.976105 -41.240696 ... -40.401394 -41.52391  -41.52391 ]
 [-51.89244  -51.89244  -50.46733  ... -47.919514 -48.43202  -48.43202 ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
71,"[[-43.808174 -43.808174 -41.960194 ... -37.10336  -38.55285  -38.55285 ]
 [-41.976105 -41.976105 -41.240696 ... -40.401394 -41.52391  -41.52391 ]
 [-51.89244  -51.89244  -50.46733  ... -47.919514 -48.43202  -48.43202 ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
72,"[[-43.808174 -43.808174 -41.960194 ... -30.721802 -38.55285  -38.55285 ]
 [-41.976105 -41.976105 -41.240696 ... -33.089367 -41.52391  -41.52391 ]
 [-51.89244  -51.89244  -50.46733  ... -38.594265 -48.43202  -48.43202 ]
 ...
 [-80.       -80.       -80.       ... -63.75     -80.       -80.      ]
 [-80.       -80.       -80.       ... -63.75     -80.       -80.      ]
 [-80.       -80.       -80.       ... -63.75     -80.       -80.      ]]",03
73,"[[-43.808792 -43.808792 -41.96081  ... -37.104088 -38.5536   -38.5536  ]
 [-41.976723 -41.976723 -41.241314 ... -40.402008 -41.52452  -41.52452 ]
 [-51.89306  -51.89306  -50.46795  ... -47.92006  -48.432545 -48.432545]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
74,"[[-40.4740116  -40.4740116  -39.22375526 ... -32.92257231 -33.58034606
  -33.58034606]
 [-39.29716092 -39.29716092 -39.09407291 ... -36.35792433 -36.98179597
  -36.98179597]
 [-46.16096519 -46.16096519 -45.32846088 ... -43.94585741 -44.30167695
  -44.30167695]
 ...
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]]",03
75,"[[-42.552597 -42.552597 -42.570328 ... -39.593925 -41.264053 -41.264053]
 [-48.218872 -48.218872 -48.655293 ... -51.004242 -50.643147 -50.643147]
 [-46.82428  -46.82428  -47.806034 ... -56.052525 -56.04284  -56.04284 ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
76,"[[-42.552597 -42.552597 -42.570328 ... -39.593925 -41.264053 -41.264053]
 [-48.218872 -48.218872 -48.655293 ... -51.004242 -50.643147 -50.643147]
 [-46.82428  -46.82428  -47.806034 ... -56.052525 -56.04284  -56.04284 ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
77,"[[-42.552597 -42.552597 -42.570328 ... -39.593925 -41.264053 -41.264053]
 [-48.218872 -48.218872 -48.655293 ... -51.004242 -50.643147 -50.643147]
 [-46.82428  -46.82428  -47.806034 ... -56.052525 -56.04284  -56.04284 ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
78,"[[-39.129196 -39.146587 -39.230576 ... -39.480194 -38.30299  -38.059223]
 [-44.22605  -44.32268  -44.78933  ... -49.761116 -50.36769  -50.493294]
 [-42.84868  -43.069725 -44.137215 ... -55.356644 -55.57383  -55.618805]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
79,"[[-41.64545394 -41.64545394 -42.02250138 ... -45.48438274 -44.58625466
  -44.58625466]
 [-52.78112413 -52.78112413 -52.9702178  ... -54.03703086 -55.46339014
  -55.46339014]
 [-46.15626049 -46.15626049 -46.89918259 ... -54.13200244 -53.72242503
  -53.72242503]
 ...
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]]",03
80,"[[-39.542713 -39.542713 -38.60752  ... -20.633852 -23.000744 -23.000744]
 [-44.90502  -44.90502  -46.193783 ... -30.869116 -33.872677 -33.872677]
 [-48.402706 -48.402706 -49.683353 ... -37.76424  -40.464577 -40.464577]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
81,"[[-39.542713 -39.542713 -38.60752  ... -20.633852 -23.000744 -23.000744]
 [-44.90502  -44.90502  -46.193783 ... -30.869116 -33.872677 -33.872677]
 [-48.402706 -48.402706 -49.683353 ... -37.76424  -40.464577 -40.464577]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
82,"[[-39.542713 -39.542713 -38.60752  ... -20.633852 -23.000744 -23.000744]
 [-44.90502  -44.90502  -46.193783 ... -30.869116 -33.872677 -33.872677]
 [-48.402706 -48.402706 -49.683353 ... -37.76424  -40.464577 -40.464577]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
83,"[[-31.704224 -31.704224 -31.704224 ... -12.710655 -12.710655 -12.710655]
 [-32.364082 -32.364082 -32.364082 ... -12.765524 -12.765524 -12.765524]
 [-42.700787 -42.700787 -42.700787 ... -21.644268 -21.644268 -21.644268]
 ...
 [-65.46788  -65.46788  -65.46788  ... -80.       -80.       -80.      ]
 [-74.314865 -74.314865 -74.314865 ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
84,"[[-34.74483955 -34.74483955 -34.04635957 ... -10.53339702 -11.43002469
  -11.43002469]
 [-41.70951183 -41.70951183 -42.95816582 ... -14.37098241 -16.16177055
  -16.16177055]
 [-43.88770151 -43.88770151 -44.76794318 ... -23.09744484 -25.30573177
  -25.30573177]
 ...
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]]",03
85,"[[-42.015694 -42.015694 -41.304    ... -34.042027 -32.713924 -32.713924]
 [-46.980183 -46.980183 -47.2778   ... -40.25837  -40.502296 -40.502296]
 [-48.2994   -48.2994   -48.099052 ... -48.807392 -49.08925  -49.08925 ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
86,"[[-42.015694 -42.015694 -41.304    ... -34.042027 -32.713924 -32.713924]
 [-46.980183 -46.980183 -47.2778   ... -40.25837  -40.502296 -40.502296]
 [-48.2994   -48.2994   -48.099052 ... -48.807392 -49.08925  -49.08925 ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
87,"[[-42.015694 -42.015694 -41.304    ... -34.042027 -32.713924 -32.713924]
 [-46.980183 -46.980183 -47.2778   ... -40.25837  -40.502296 -40.502296]
 [-48.2994   -48.2994   -48.099052 ... -48.807392 -49.08925  -49.08925 ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
88,"[[-42.01569  -42.01569  -41.303997 ... -34.042015 -32.71392  -32.71392 ]
 [-46.98018  -46.98018  -47.277798 ... -40.258293 -40.502213 -40.502213]
 [-48.299397 -48.299397 -48.099045 ... -48.807293 -49.08914  -49.08914 ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
89,"[[-41.91202444 -41.91202444 -42.118198   ... -42.68594722 -42.89578604
  -42.89578604]
 [-48.82722744 -48.82722744 -48.61879968 ... -40.03525207 -40.26138188
  -40.26138188]
 [-51.60693963 -51.60693963 -50.98031166 ... -43.44754176 -44.06280958
  -44.06280958]
 ...
 [-78.00276034 -78.00276034 -76.53497691 ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]]",03
90,"[[-35.16063  -35.16063  -34.920547 ... -31.537832 -30.3546   -30.3546  ]
 [-39.707077 -39.707077 -39.68043  ... -39.439243 -40.562393 -40.562393]
 [-41.274166 -41.274166 -42.001724 ... -42.251232 -42.11258  -42.11258 ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
91,"[[-35.16063  -35.16063  -34.920547 ... -31.537832 -30.3546   -30.3546  ]
 [-39.707077 -39.707077 -39.68043  ... -39.439243 -40.562393 -40.562393]
 [-41.274166 -41.274166 -42.001724 ... -42.251232 -42.11258  -42.11258 ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
92,"[[-35.16063  -35.16063  -34.920547 ... -31.537832 -30.3546   -30.3546  ]
 [-39.707077 -39.707077 -39.68043  ... -39.439243 -40.562393 -40.562393]
 [-41.274166 -41.274166 -42.001724 ... -42.251232 -42.11258  -42.11258 ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
93,"[[-35.265453 -35.265453 -35.265453 ... -32.88619  -32.88619  -32.88619 ]
 [-41.484932 -41.484932 -41.484932 ... -41.449387 -41.449387 -41.449387]
 [-42.75399  -42.75399  -42.75399  ... -38.474358 -38.474358 -38.474358]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
94,"[[-29.58813642 -29.58813642 -29.95370135 ... -36.39718776 -37.59382665
  -37.59382665]
 [-36.77031115 -36.77031115 -36.64617888 ... -35.45009685 -36.0269799
  -36.0269799 ]
 [-34.35779018 -34.35779018 -34.88315808 ... -44.61111051 -45.84310216
  -45.84310216]
 ...
 [-80.         -80.         -80.         ... -79.86824469 -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]]",03
95,"[[-35.506687 -35.506687 -34.89126  ... -43.477116 -45.274628 -45.274628]
 [-33.247932 -33.247932 -34.10184  ... -49.22934  -50.888535 -50.888535]
 [-40.242607 -40.242607 -40.71101  ... -49.59753  -49.38404  -49.38404 ]
 ...
 [-80.       -80.       -79.65895  ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
96,"[[-35.506687 -35.506687 -34.89126  ... -43.477116 -45.274628 -45.274628]
 [-33.247932 -33.247932 -34.10184  ... -49.22934  -50.888535 -50.888535]
 [-40.242607 -40.242607 -40.71101  ... -49.59753  -49.38404  -49.38404 ]
 ...
 [-80.       -80.       -79.65895  ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
97,"[[-35.506687 -35.506687 -34.89126  ... -43.477116 -45.274628 -45.274628]
 [-33.247932 -33.247932 -34.10184  ... -49.22934  -50.888535 -50.888535]
 [-40.242607 -40.242607 -40.71101  ... -49.59753  -49.38404  -49.38404 ]
 ...
 [-80.       -80.       -79.65895  ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
98,"[[-35.506622 -35.506622 -34.891193 ... -43.479263 -45.27725  -45.27725 ]
 [-33.247868 -33.247868 -34.101776 ... -49.230537 -50.889954 -50.889954]
 [-40.242542 -40.242542 -40.710945 ... -49.593735 -49.379715 -49.379715]
 ...
 [-80.       -80.       -79.65892  ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
99,"[[-31.09956536 -31.09956536 -30.43053546 ... -41.77453219 -42.18215519
  -42.18215519]
 [-28.26465288 -28.26465288 -28.86541715 ... -46.58742521 -45.93887021
  -45.93887021]
 [-35.57221664 -35.57221664 -36.18431648 ... -51.2593617  -51.13271992
  -51.13271992]
 ...
 [-78.93973436 -78.93973436 -78.42744406 ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]]",03
100,"[[-34.228783 -34.228783 -33.92621  ... -35.986385 -37.49776  -37.49776 ]
 [-38.266388 -38.266388 -37.744694 ... -40.973267 -41.16256  -41.16256 ]
 [-38.92154  -38.92154  -39.54226  ... -44.966393 -44.790462 -44.790462]
 ...
 [-80.       -80.       -79.645454 ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
101,"[[-34.228783 -34.228783 -33.92621  ... -35.986385 -37.49776  -37.49776 ]
 [-38.266388 -38.266388 -37.744694 ... -40.973267 -41.16256  -41.16256 ]
 [-38.92154  -38.92154  -39.54226  ... -44.966393 -44.790462 -44.790462]
 ...
 [-80.       -80.       -79.645454 ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
102,"[[-34.228783 -34.228783 -33.92621  ... -35.986385 -37.49776  -37.49776 ]
 [-38.266388 -38.266388 -37.744694 ... -40.973267 -41.16256  -41.16256 ]
 [-38.92154  -38.92154  -39.54226  ... -44.966393 -44.790462 -44.790462]
 ...
 [-80.       -80.       -79.645454 ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
103,"[[-31.83081  -31.752117 -31.493032 ... -45.8263   -47.363144 -47.82994 ]
 [-35.597305 -35.41038  -34.794975 ... -53.681225 -52.658794 -52.348244]
 [-36.572617 -36.788948 -37.501175 ... -60.319702 -61.139275 -61.388214]
 ...
 [-80.       -79.87271  -79.45363  ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
104,"[[-31.35051161 -31.35051161 -31.72191843 ... -37.92801049 -39.94727189
  -39.94727189]
 [-38.65480685 -38.65480685 -38.42476269 ... -45.52129291 -46.5753258
  -46.5753258 ]
 [-34.90213355 -34.90213355 -35.29459476 ... -47.00583831 -48.25210913
  -48.25210913]
 ...
 [-80.         -80.         -78.52582471 ... -80.         -80.
  -80.        ]
 [-80.         -80.         -79.89640795 ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]]",03
105,"[[-42.8826   -42.8826   -42.840786 ... -43.77997  -43.68386  -43.68386 ]
 [-42.779808 -42.779808 -42.962524 ... -48.22627  -49.206245 -49.206245]
 [-53.569042 -53.569042 -53.56538  ... -49.0114   -48.925568 -48.925568]
 ...
 [-80.       -80.       -79.56066  ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
106,"[[-42.8826   -42.8826   -42.840786 ... -43.77997  -43.68386  -43.68386 ]
 [-42.779808 -42.779808 -42.962524 ... -48.22627  -49.206245 -49.206245]
 [-53.569042 -53.569042 -53.56538  ... -49.0114   -48.925568 -48.925568]
 ...
 [-80.       -80.       -79.56066  ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
107,"[[-42.8826   -42.8826   -42.840786 ... -43.77997  -43.68386  -43.68386 ]
 [-42.779808 -42.779808 -42.962524 ... -48.22627  -49.206245 -49.206245]
 [-53.569042 -53.569042 -53.56538  ... -49.0114   -48.925568 -48.925568]
 ...
 [-80.       -80.       -79.56066  ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
108,"[[-31.411766 -31.411766 -31.411766 ... -44.2156   -44.2156   -44.2156  ]
 [-29.315983 -29.315983 -29.315983 ... -50.11045  -50.11045  -50.11045 ]
 [-39.83121  -39.83121  -39.83121  ... -45.635708 -45.635708 -45.635708]
 ...
 [-63.939068 -63.939068 -63.939068 ... -80.       -80.       -80.      ]
 [-70.311295 -70.311295 -70.311295 ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
109,"[[-43.19875763 -43.19875763 -43.15120059 ... -54.23488269 -56.0220027
  -56.0220027 ]
 [-43.33474386 -43.33474386 -43.51468426 ... -52.53305125 -53.54356655
  -53.54356655]
 [-54.49891241 -54.49891241 -54.49652432 ... -58.1257271  -58.25012072
  -58.25012072]
 ...
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]]",03
110,"[[-35.161842 -35.161842 -33.846573 ... -26.277071 -25.588509 -25.588509]
 [-34.6491   -34.6491   -34.64874  ... -29.582615 -29.841618 -29.841618]
 [-44.482758 -44.482758 -44.939053 ... -38.485992 -38.30648  -38.30648 ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
111,"[[-35.161842 -35.161842 -33.846573 ... -26.277071 -25.588509 -25.588509]
 [-34.6491   -34.6491   -34.64874  ... -29.582615 -29.841618 -29.841618]
 [-44.482758 -44.482758 -44.939053 ... -38.485992 -38.30648  -38.30648 ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
112,"[[-35.161842 -35.161842 -33.846573 ... -26.277071 -25.588509 -25.588509]
 [-34.6491   -34.6491   -34.64874  ... -29.582615 -29.841618 -29.841618]
 [-44.482758 -44.482758 -44.939053 ... -38.485992 -38.30648  -38.30648 ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
113,"[[-33.267807 -32.632515 -29.744827 ... -28.25091  -26.385807 -25.975487]
 [-32.7118   -32.81671  -33.29358  ... -32.51973  -32.806297 -32.869343]
 [-43.301197 -43.427868 -44.00364  ... -39.940346 -38.78713  -38.53342 ]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
114,"[[-29.2022193  -29.2022193  -28.56878996 ... -28.96953639 -28.87229018
  -28.87229018]
 [-30.49235093 -30.49235093 -30.77202656 ... -37.2679803  -39.05308818
  -39.05308818]
 [-34.64086719 -34.64086719 -35.10354355 ... -40.21765292 -41.37335809
  -41.37335809]
 ...
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]
 [-80.         -80.         -80.         ... -80.         -80.
  -80.        ]]",03
115,"[[-38.9861   -38.9861   -37.854385 ... -29.248728 -29.754547 -29.754547]
 [-38.90973  -38.90973  -38.406128 ... -39.23787  -37.871223 -37.871223]
 [-44.363255 -44.363255 -44.20196  ... -48.676422 -45.630196 -45.630196]
 ...
 [-80.       -80.       -79.88188  ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
116,"[[-38.9861   -38.9861   -37.854385 ... -29.248728 -29.754547 -29.754547]
 [-38.90973  -38.90973  -38.406128 ... -39.23787  -37.871223 -37.871223]
 [-44.363255 -44.363255 -44.20196  ... -48.676422 -45.630196 -45.630196]
 ...
 [-80.       -80.       -79.88188  ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
117,"[[-38.9861   -38.9861   -37.854385 ... -29.248728 -29.754547 -29.754547]
 [-38.90973  -38.90973  -38.406128 ... -39.23787  -37.871223 -37.871223]
 [-44.363255 -44.363255 -44.20196  ... -48.676422 -45.630196 -45.630196]
 ...
 [-80.       -80.       -79.88188  ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]
 [-80.       -80.       -80.       ... -80.       -80.       -80.      ]]",03
